country,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality
Romania,2014,5.726893425,9.857346535,0.75294137,66.41331482,0.754235506,-0.104312137,0.95832473,0.654498339,0.330687732,0.243379444,0.229220733
Russian Federation,2006,4.963742733,9.886322975,0.894707382,58.91642761,0.643388212,-0.316291004,0.935101748,0.611432076,0.232429147,0.37003988,-0.903912485
Russian Federation,2007,5.222867489,9.969936371,0.88465637,59.67176056,0.592569709,-0.294134885,0.93346411,0.622690141,0.192846358,0.374115855,-0.878419876
Russian Federation,2008,5.61875391,10.02152443,0.882316172,59.98225784,0.642778277,-0.315832794,0.924090385,0.59379828,0.165901884,0.557550251,-0.807038605
Russian Federation,2009,5.158227921,9.939786911,0.908075571,60.65069199,0.61711514,-0.293561399,0.953601718,0.56615144,0.168979272,0.549765408,-0.923832774
Russian Federation,2010,5.384773254,9.983390808,0.908814192,60.87278366,0.613159001,-0.306881338,0.936571956,0.58897537,0.171420962,0.51499486,-0.896556497
Russian Federation,2011,5.388766289,10.02436829,0.883416891,61.58218765,0.625847578,-0.289635032,0.935130417,0.601347685,0.165234953,0.479574502,-0.927779377
Russian Federation,2012,5.620735645,10.05617428,0.901295125,62.20749664,0.609104156,-0.30323863,0.937517941,0.611164153,0.173604488,0.452001721,-0.90221107
Russian Federation,2013,5.537177563,10.06736374,0.880856991,62.83280563,0.661185563,-0.299746543,0.933804512,0.679745317,0.179923758,0.388303369,-0.874565721
Russian Federation,2014,6.036976814,10.05590439,0.931755424,63.45811462,0.744332075,-0.274820477,0.869267285,0.687637925,0.151346922,0.640166044,-0.94130981
Serbia,2007,4.750383854,9.378670692,0.844413042,63.81414795,0.452781171,-0.167667657,0.904949665,0.576048136,0.334419727,0.342910528,-0.162398785
Serbia,2012,5.154521942,9.433867455,0.819430411,64.85837555,0.460574687,-0.13191402,0.951667845,0.514332354,0.371236444,0.223251179,-0.019980855
Serbia,2013,5.101840496,9.464125633,0.828068733,65.11837769,0.532839715,-0.101397946,0.908122003,0.529108465,0.403452963,0.340113223,0.103168711
Serbia,2014,5.112728596,9.450687408,0.782708704,65.37837219,0.531597257,0.070677124,0.911732435,0.497755259,0.326117814,0.447972029,0.204041764
Slovakia,2006,5.264676571,9.959042549,0.953579247,65.41745758,0.542479694,-0.063428998,0.945731282,0.678114116,0.307859093,0.163079232,0.840198398
Slovakia,2010,6.052223206,10.10657406,0.919640005,66.21733093,0.635757685,-0.115608759,0.907136023,0.666457951,0.277206749,0.308679521,0.958466768
Slovakia,2011,5.945048332,10.13330746,0.917293429,66.96344757,0.727163136,-0.004564437,0.907132328,0.636583209,0.287409574,0.278723896,0.957888782
Slovakia,2012,5.91105938,10.14672375,0.925751448,67.09675598,0.620004296,-0.04252696,0.906532168,0.656188428,0.302260816,0.368380159,1.008330822
Slovakia,2013,5.936527252,10.15982819,0.909378529,67.23007202,0.597935796,-0.066019744,0.914539933,0.697576046,0.276509553,0.283493221,1.017829061
Slovakia,2014,6.1388731,10.18379021,0.924242675,67.36338043,0.634791732,-0.140773386,0.913870215,0.703484714,0.266784608,0.310181499,0.998981416
Slovenia,2006,5.811264515,10.24360752,0.936075211,68.32575989,0.935824215,0.034106512,0.707797885,0.652222455,0.307204872,0.477644771,1.061425209
Slovenia,2009,5.830160618,10.2457962,0.918696642,69.09938812,0.895956635,-0.027132438,0.803634167,0.640713274,0.303117454,0.368030965,0.975076318
Slovenia,2010,6.082555294,10.2537365,0.917203367,69.49420929,0.895522416,0.021064889,0.844790697,0.67081368,0.295366138,0.331916302,0.934988379
Slovenia,2011,6.035964012,10.25813198,0.931166053,69.97438812,0.907440901,-0.033172969,0.893133819,0.651520729,0.285320938,0.181583047,0.997805834
Slovenia,2012,6.062891006,10.22847271,0.924753785,70.10884094,0.904386282,-0.027444452,0.890754104,0.656376362,0.283989847,0.238065988,0.948233366
Slovenia,2013,5.974888802,10.21648121,0.932119727,70.24329376,0.890059829,0.028038278,0.917839587,0.635099649,0.274269283,0.163433194,0.924460173
Slovenia,2014,5.678395271,10.24540997,0.908347547,70.37774658,0.887747705,0.044269316,0.909118295,0.619817793,0.290812403,0.176851004,0.870892763
Spain,2007,6.994614601,10.4580965,0.956858516,71.99684906,0.78208214,-0.105819277,0.783717752,0.763125002,0.263592541,0.47624892,0.402236223
Spain,2008,7.294472694,10.45324135,0.9482705,72.26609039,0.83378607,-0.162087888,0.683210194,0.772095263,0.259690791,0.579760432,0.388512522
Spain,2009,6.198601246,10.40799141,0.92945385,72.53316498,0.748514712,-0.139652401,0.797704637,0.752164721,0.335877061,0.424362034,0.355616957
Spain,2010,6.188262463,10.40352535,0.949940383,72.66778564,0.796495557,-0.150171414,0.839746296,0.724312365,0.321819484,0.302731603,0.413098633
Spain,2011,6.518249035,10.38992119,0.944443703,73.42340851,0.818650901,-0.133689046,0.845543444,0.737269402,0.356101543,0.308662713,0.556803763
Spain,2012,6.290690422,10.36271954,0.937023342,73.37998199,0.754586101,-0.071407028,0.843593001,0.749276638,0.366474479,0.339146554,0.513922691
Spain,2013,6.150027275,10.34913445,0.928640485,73.37998199,0.759356439,-0.113154106,0.915822566,0.696295857,0.371839374,0.184549659,0.499213845
Spain,2014,6.456477642,10.36728287,0.947864413,73.37998199,0.738472342,-0.040105876,0.853887916,0.716265917,0.335460007,0.210619807,0.656936586
Sweden,2007,7.241362572,10.69206524,0.916559398,71.03414917,0.90996182,0.131106243,0.289332151,0.796209335,0.177412212,0.562064052,1.392516851
Sweden,2008,7.51599741,10.678689,0.923092127,71.20975494,0.911609292,0.110173106,0.313961208,0.804466605,0.134403035,0.517427444,1.329146504
Sweden,2009,7.265977383,10.61693096,0.902532995,71.430336,0.864004612,0.206561133,0.292112172,0.819678426,0.151362836,0.590337634,1.31913352
Sweden,2010,7.496018887,10.66657066,0.97024262,71.5181427,0.904699981,0.127012521,0.253086656,0.833033264,0.20011203,0.602851212,1.333477259
Sweden,2011,7.382232189,10.68531418,0.920521259,71.82653046,0.941115439,0.147312894,0.268513024,0.814561486,0.179151982,0.638707519,1.439175129
Sweden,2012,7.560147762,10.67504883,0.929397464,71.74086761,0.944382191,0.117637143,0.253543109,0.855099976,0.170226127,0.626497209,1.43428421
Sweden,2013,7.434010506,10.67891121,0.915648043,71.74086761,0.935910523,0.144527823,0.324481547,0.829284012,0.184420303,0.579855025,1.400104284
Sweden,2014,7.239147663,10.69271564,0.932719827,71.74086761,0.945273399,0.187434748,0.250389993,0.835672259,0.207688317,0.563272059,1.351894021
Switzerland,2006,7.473252773,10.87400246,0.951352119,71.67214203,0.91895771,0.278261602,0.407931417,0.821402431,0.211929336,0.631593525,1.4199301
Switzerland,2009,7.524520874,10.8814249,0.938339293,72.15909576,0.891277194,0.112618029,0.342427015,0.814037323,0.201584592,0.577988505,1.431439281
Switzerland,2012,7.776208878,10.90745068,0.94686389,72.73400116,0.945428014,0.125867471,0.323240787,0.859107256,0.176007092,0.769940197,1.532393098
Switzerland,2014,7.492803574,10.9198103,0.958796322,72.82409668,0.949401438,0.047739148,0.283089578,0.822913229,0.188794166,0.75163132,1.412076592
Turkey,2007,5.623471737,9.713911057,0.792272806,63.42433548,0.459311515,-0.180643916,0.799733341,0.650954902,0.395127177,0.557877839,-0.455612153
Turkey,2008,5.118231773,9.70862484,0.644873619,63.72963715,0.415497869,-0.191048011,0.785390556,0.614248514,0.345338136,0.597622991,-0.462858081
Turkey,2010,5.490347385,9.719213486,0.794905484,64.3163681,0.514920354,-0.189797699,0.810895741,0.651792586,0.327065974,0.545994282,-0.518995464
Turkey,2011,5.271944046,9.791085243,0.691901684,64.60175323,0.445606649,-0.243727759,0.648596227,0.621293306,0.379784316,0.596201837,-0.558065057
Turkey,2012,5.309076309,9.799918175,0.739280581,64.88078308,0.470903218,-0.215983421,0.701850235,0.644781053,0.334832817,0.53099966,-0.711852193
Turkey,2013,4.888177395,9.828769684,0.795451164,65.15248871,0.540723383,-0.227389768,0.698064804,0.634615362,0.391873837,0.538311779,-0.731764734
Ukraine,2006,4.803954124,8.967993736,0.852453351,60.40684891,0.623814106,-0.237830862,0.929431498,0.621520102,0.249234051,0.15470925,-0.00073861
Ukraine,2007,5.25218153,9.049996376,0.820094347,60.53518677,0.493922472,-0.222228587,0.967939556,0.636169553,0.207651809,0.078787297,0.092545003
Ukraine,2008,5.172380447,9.078150749,0.860013783,60.56115723,0.486626983,-0.246478915,0.929175198,0.573152661,0.185805932,0.159723967,0.046295613
Ukraine,2009,5.1656394,8.922421455,0.845293224,61.39393997,0.460348487,-0.221939743,0.962244451,0.583073199,0.189013854,0.086690761,-0.140368029
Ukraine,2010,5.057561398,8.967535973,0.883555114,62.34814072,0.483833194,-0.169795424,0.953752279,0.512682855,0.227200434,0.263286889,-0.062018514
Ukraine,2011,5.083132744,9.021823883,0.859458685,62.83075714,0.57866931,-0.208983064,0.932535291,0.59043014,0.21964775,0.236262515,-0.104454353
Ukraine,2012,5.030342102,9.026292801,0.897573471,62.95043945,0.563649774,-0.204490617,0.896237016,0.570337653,0.192819074,0.236936122,-0.194139227
Ukraine,2013,4.710802555,9.028570175,0.896510422,63.14153671,0.568715692,-0.197700411,0.937324286,0.643461585,0.224595502,0.189184397,-0.541971624
Ukraine,2014,4.297329903,9.02003479,0.876760185,63.33263779,0.533267498,0.102267809,0.926788926,0.594336987,0.248560056,0.242528632,-1.004197598
United Kingdom,2007,6.801930904,10.55131149,0.969869673,69.64028931,0.83833164,0.324533433,0.498093426,0.782353044,0.241052061,0.363637656,0.95117569
United Kingdom,2008,6.986463547,10.53876114,0.953838587,69.77284241,0.759144187,0.319635034,0.547769129,0.818950593,0.218296558,0.324165732,0.890944958
United Kingdom,2009,6.90654707,10.48837376,0.964428782,70.16835022,0.816228807,0.330312639,0.558927298,0.846379936,0.231028661,0.384066552,0.709116161
United Kingdom,2010,7.029364109,10.49581909,0.955068171,70.47621155,0.841306746,0.392258376,0.586813152,0.862620771,0.176342949,0.50351125,0.84790957
United Kingdom,2011,6.869248867,10.50753498,0.94871068,70.95724487,0.899774432,0.324734837,0.437595308,0.844498098,0.173908412,0.467890024,0.824771345
United Kingdom,2012,6.880784035,10.51230335,0.934574962,70.91662598,0.888970494,0.360155404,0.425169915,0.844452202,0.184244528,0.421262175,0.867959917
United Kingdom,2013,6.918055058,10.52731133,0.936884105,70.96151733,0.905278027,0.335002482,0.568043172,0.775744438,0.252095789,0.379231632,0.902232587
United Kingdom,2014,6.758147717,10.55001354,0.910247326,71.00641632,0.85703969,0.342969149,0.484118432,0.793992698,0.251140326,0.422672093,0.868451893
